Sample Rate,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duration,813.994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Segment,Session,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beacon Markers,84.7,159.948,232.269,303.252,372.743,442.36,511.191,581.397,649.906,734.443,813.994,,,,,,,,,,,,,,,,,,,,,,,,,,,
Segment Times,01:24.7,01:15.2,01:12.3,01:11.0,01:09.5,01:09.6,01:08.8,01:10.2,01:08.5,01:24.5,01:19.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time,GPS Speed,GPS Nsat,GPS LatAcc,GPS LonAcc,GPS Slope,GPS Heading,GPS Gyro,GPS Altitude,GPS PosAccuracy,GPS SpdAccuracy,GPS Radius,GPS Latitude,GPS Longitude,LoggerTemp,Battery,Predictive Time,#NAME?,Engine RPM,Speed,Gear,Water Temp,Head Temp,Exhaust Temp,Oil Temp,Oil Press,Brake Press,Throttle Pos,Brake Pos,Clutch Pos,Steering Pos,Lambda,Lateral Acc,Inline Acc,Fuel Level,Battery Voltage,Vertical Acc,Distance on GPS Speed,Distance on Vehicle Speed
s,km/h, ,g,g,deg,deg,deg/s,m,mm,km/h,m,deg,deg,°C,V, , ,rpm,km/h,gear,°C,°C,°C,°C,bar,bar,%,%,%,deg,lambda,g,g,%,V,g,m,m
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663.15,92.9926,12,0.4569,-0.1072,-1.5405,-76.6019,9.935,297.862,3.7,0.14,148.9709,10.90022273,77.04815885,41.6812,3.8219,70389.8438,1880.8462,2501.7942,95,6,94.1,35.6,35.6,106,2.88,0.95,-2,34,0,10.5806,0,0.5415,-0.1153,0,12.3,0,19751.3633,19985.5312
663.2,92.6721,13,0.4897,-0.106,-1.5452,-75.9117,10.671,297.8172,3.7,0.1505,138.2176,10.90022556,77.04814757,41.6384,3.8222,70401.3828,1892.3846,2504,95,6,94.1,35.6,35.6,106,2.88,1.6638,-2,53.0769,0,11,0,0.64,-0.26,0,12.3,0,19752.6523,19986.8516
663.25,92.5579,13,0.5,-0.1165,-1.5761,-75.3593,10.9177,297.7731,3.7,0.163,134.9281,10.90022851,77.0481362,41.5957,3.8224,70412.9219,1903.9231,2504,95,6,94.1,35.6,35.6,106,2.8749,2.2694,-2,64.6875,0,11.1429,0,0.6414,-0.1643,0,12.3,0,19753.9375,19988.168
663.3,92.3306,13,0.5075,-0.1221,-1.6022,-74.7591,11.1084,297.7169,3.7,0.181,132.2863,10.90023159,77.04812486,41.5529,3.8227,70424.4609,1915.4615,2498.8,94.6,6,94.1,35.6,35.6,106,2.87,2.62,-2,64,0,11.9365,0,0.6494,0.3675,0,12.3,0,19755.2227,19989.4863
663.35,92.0129,14,0.5434,-0.1135,-1.6265,-74.1421,11.922,297.6759,3.7,0.19,122.8339,10.90023484,77.04811367,41.5101,3.823,70436,1927,2490.04,94,6,94.132,35.6,35.6,106,2.87,2.62,-2,64,0,12,0,0.65,0.41,0,12.3,0,19756.502,19990.7969
663.4,91.6373,13,0.6008,-0.1291,-1.6427,-73.6187,13.21,297.6368,3.7,0.19,110.4048,10.90023813,77.04810263,41.4673,3.8232,70447.5391,1938.5385,2484.04,94,6,94.332,34.8559,34.8559,106.2706,2.87,2.7481,-2,64.4925,0,12.7077,0,0.6005,0.3498,0,12.3,0,19757.7773,19992.1055
663.45,91.5483,13,0.6182,-0.1211,-1.6536,-73.0623,13.6269,297.6011,3.7,0.187,106.9234,10.90024147,77.0480915,41.4245,3.8235,70459.0781,1950.0769,2479.1052,94,6,94.4,34.5,34.5,106.4,2.87,2.88,-2,65,0,14,0,0.51,0.24,0,12.3,0,19759.0488,19993.4082
663.5,91.5168,12,0.6317,-0.1071,-1.6455,-72.3076,13.9583,297.5722,3.7,0.1855,104.349,10.90024513,77.04808037,41.3817,3.8237,70470.6172,1961.6154,2467.8235,93.6176,6,94.4,34.5,34.5,106.4,2.8682,2.8797,-2,64.9688,0,14,0,0.51,0.24,0,12.3,0,19760.3203,19994.7109
663.55,91.422,13,0.6324,-0.0884,-1.6482,-71.5364,14.002,297.5362,3.7,0.198,103.9154,10.90024891,77.04806929,41.3389,3.824,70482.1562,1973.1538,2453,93,6,94.4,34.5,34.5,106.4,2.8606,2.8719,-2,64.1875,0,15.1507,0,0.464,0.1249,0,12.3,0,19761.5898,19996.0078
663.6,91.0323,13,0.6477,-0.0918,-1.6974,-70.7208,14.3682,297.478,3.7,0.2005,100.8357,10.90025271,77.0480585,41.2962,3.8242,70493.5391,1984.5363,2453,93,6,94.4,34.5,34.5,106.4,2.86,2.87,-2,64,0,16,0,0.43,0.04,0,12.3,0,19762.8574,19997.3027
663.65,90.8895,13,0.6708,-0.0884,-1.6995,-69.8835,14.9075,297.441,3.7,0.207,97.0352,10.90025683,77.04804769,41.2534,3.8245,70504.8906,1995.8889,2424.082,93,6,94.4,34.5,34.5,106.4,2.86,2.9447,-2,64.5333,0,16.1333,0,0.502,0.0987,0,12.3,0,19764.1191,19998.5938
663.7,90.6874,12,0.7062,-0.1151,-1.6971,-69.1116,15.7218,297.4178,3.7,0.2,91.8045,10.90026096,77.04803695,41.2106,3.8248,70516.2422,2007.2416,2404,93,6,94.4,34.5,34.5,106.4,2.86,3.1375,-2,66,0,16.9667,0,0.952,0.4653,0,12.3,0,19765.3809,19999.8867
663.75,90.4838,13,0.723,-0.1374,-1.7054,-68.5699,16.1338,297.3939,3.7,0.2,89.2596,10.90026518,77.04802627,41.1678,3.825,70527.5938,2018.5942,2409.7971,92.7681,6,94.4,34.5,34.5,106.4,2.8583,3.033,-2,66,0,17.6486,0,1.2359,0.6551,0,12.3,0,19766.6387,20001.1719
663.8,90.2815,13,0.7335,-0.1679,-1.717,-67.9137,16.4141,297.3435,3.7,0.2,87.5392,10.90026954,77.04801573,41.125,3.8253,70538.9453,2029.9469,2427.9131,92.0435,6,94.4,34.5,34.5,106.4,2.844,3.01,-2,66,0,18,0,1.38,0.75,0,12.3,0,19767.8926,20002.457
663.85,90.0311,13,0.7497,-0.1912,-1.731,-66.9707,16.8346,297.3137,3.7,0.197,85.1158,10.90027419,77.0480052,41.1683,3.8253,70550.2969,2041.2996,2429,92,6,94.4,34.5,34.5,106.4,2.84,3.01,-2,66,0,18,0,1.38,0.75,0,12.3,0,19769.1445,20003.7305
663.9,89.4846,13,0.7423,-0.1984,-1.7274,-65.8944,16.7344,297.2913,3.7,0.179,85.1055,10.90027889,77.04799496,41.2522,3.8252,70561.6484,2052.6521,2415.7869,91.5738,6,94.4,34.4429,34.4429,106.3429,2.84,3.0562,-2,66,0,18,0,1.38,0.75,0,12.3,0,19770.3906,20005.0059
663.95,89.1071,13,0.7344,-0.1865,-1.7342,-65.0086,16.6211,297.2637,3.7,0.17,85.3241,10.90028373,77.04798476,41.336,3.8251,70573.0078,2064.0049,2398,91,6,94.4,34.3,34.3,106.2,2.84,3.4415,-2,66,0,18,0,1.3067,0.51,0,12.3,0,19771.6289,20006.2734
664,88.739,14,0.7461,-0.1753,-1.727,-64.1471,16.9503,297.2354,3.7,0.18,83.3217,10.90028871,77.0479747,41.4199,3.825,70583.7969,2074.7976,2398,91,6,94.4,34.3,34.3,106.2,2.84,3.48,-2,66,0,18,0,1.27,0.39,0,12.3,0,19772.8652,20007.543
664.05,88.2972,14,0.7673,-0.1778,-1.7303,-63.3939,17.4934,297.205,3.7,0.183,80.3328,10.90029373,77.04796477,41.5037,3.825,70594.1484,2085.1506,2880.3225,91,5.2258,94.4,34.3,34.3,106.2,2.8459,3.1144,-2,66.7778,0,17.7647,0,1.1124,0.6418,0,12.3,0,19774.0938,20008.8066
664.1,88.089,14,0.7641,-0.1788,-1.7419,-62.5937,17.4841,297.1697,3.7,0.179,80.1862,10.90029891,77.04795493,41.5876,3.8249,70604.5,2095.5034,3021,91,5,94.4,34.3,34.3,106.2,2.85,2.5248,-2,67.3731,0,17.0294,0,0.6197,1.4285,0,12.3,0,19775.3164,20010.0703
664.15,88.0321,13,0.7388,-0.1506,-1.7458,-61.7365,16.968,297.1298,3.7,0.178,82.5716,10.90030423,77.0479451,41.6714,3.8248,70614.8594,2105.8564,2964.75,90.85,5,94.4,34.3,34.3,106.2,2.85,2.3979,-2,62.1493,0,17,0,0.7893,0.6555,0,12.3,0,19776.541,20011.3281
664.2,87.8362,14,0.7028,-0.1263,-1.7413,-60.9432,16.1897,297.1081,3.7,0.18,86.3486,10.90030957,77.04793543,41.7553,3.8247,70625.2109,2116.2095,2652.25,90.0167,5,94.4,34.3,34.3,106.2,2.8655,2.37,-2,61,0,17,0,0.88,0.27,0,12.3,0,19777.7617,20012.584
664.25,87.5807,14,0.664,-0.1149,-1.7237,-60.1479,15.3362,297.0934,3.67,0.18,90.8888,10.90031512,77.04792583,41.8391,3.8246,70635.5625,2126.5623,2646,90,5,94.4,34.3,34.3,106.2,2.8804,2.401,-2,61.2817,0,17,0,0.8425,0.2519,0,12.3,0,19778.9785,20013.834
664.3,87.2338,14,0.6476,-0.1043,-1.7016,-59.3454,14.992,297.0807,3.6,0.169,92.6073,10.90032077,77.04791645,41.923,3.8246,70645.9141,2136.9153,2737.5571,90,5,94.4,34.3,34.3,106.2,2.89,2.4785,-2,61.9859,0,17,0,0.655,0.1617,0,12.3,0,19780.1914,20015.084
664.35,86.8897,14,0.6538,-0.0916,-1.685,-58.4876,15.1694,297.0681,3.6,0.168,91.1635,10.90032654,77.04790714,42.0068,3.8245,70656.2656,2147.2683,2843.8999,89.85,5,94.385,34.3,34.3,106.2,2.89,2.48,-2,62,0,17,0,0.61,0.14,0,12.3,0,19781.4004,20016.3281
664.4,86.8083,15,0.6653,-0.0919,-1.6646,-57.6935,15.4656,297.0511,3.6,0.1705,89.3335,10.90033243,77.04789791,42.0907,3.8244,70666.5,2157.5034,2715.5667,89.0167,5,94.3017,34.3762,34.3762,106.3524,2.8976,2.6384,-2,62.6094,0,17,0,0.4924,0.3316,0,12.3,0,19782.6074,20017.5703
664.45,86.7318,15,0.6603,-0.0994,-1.6452,-57.146,15.3781,297.0377,3.6,0.174,89.7627,10.90033844,77.04788864,42.1745,3.8243,70674.8906,2165.8918,2713,89,5,94.3,34.4,34.4,106.4,2.9,2.74,-2,63,0,17,0,0.34,0.58,0,12.3,0,19783.8125,20018.8047
664.5,86.6441,14,0.6544,-0.1228,-1.6321,-56.4678,15.2744,297.0147,3.6,0.149,90.281,10.90034446,77.04787953,42.2584,3.8242,70683.2812,2174.2803,2695.9253,88.6119,5,94.3,34.4,34.4,106.4,2.9,2.7616,-2,63.0984,0,17,0,0.34,0.58,0,12.3,0,19785.0156,20020.0371
664.55,86.3234,14,0.6351,-0.1504,-1.6346,-55.5931,14.8615,296.9846,3.6,0.132,92.4458,10.90035064,77.04787054,42.3422,3.8241,70691.6719,2182.6689,2669,88,5,94.3,34.4,34.4,106.4,2.9,2.942,-2,63.918,0,18.3333,0,0.56,0.1067,0,12.3,0,19786.2148,20021.2637
664.6,85.9714,14,0.6215,-0.1686,-1.6338,-54.6984,14.5908,296.957,3.6,0.12,93.7767,10.900357,77.04786165,42.4261,3.8241,70700.0547,2191.0574,2669,88,5,94.3,34.4,34.4,106.4,2.9,2.96,-2,64,0,19,0,0.67,-0.13,0,12.3,0,19787.4121,20022.4902
664.65,85.7467,14,0.6207,-0.1557,-1.6318,-54.0651,14.6214,296.9425,3.6,0.12,93.3357,10.90036329,77.04785292,42.5099,3.824,70708.4453,2199.4458,2704.6924,88,5,94.3,34.4,34.4,106.4,2.8908,2.9824,-2,64,0,19,0,0.6159,-0.018,0,12.3,0,19788.6035,20023.7129
664.7,85.4845,14,0.6123,-0.1707,-1.6293,-53.3715,14.4718,296.9061,3.6,0.12,94.0123,10.9003698,77.04784423,42.5938,3.8239,70716.8359,2207.8345,2727,88,5,94.3,34.4,34.4,106.4,2.88,3.0291,-2,64,0,19,0,0.4225,0.382,0,12.3,0,19789.793,20024.9355
664.75,85.099,14,0.5982,-0.1806,-1.6534,-52.5791,14.1895,296.8653,3.6,0.12,95.4504,10.90037632,77.04783575,42.6776,3.8238,70725.2266,2216.2229,2728.5557,87.8889,4.8889,94.3,34.4,34.4,106.4,2.88,3.03,-2,64,0,17.9315,0,0.7967,0.1762,0,12.3,0,19790.9766,20026.1523
664.8,84.4237,14,0.6065,-0.1939,-1.6582,-51.8024,14.4407,296.8374,3.6,0.12,93.0456,10.9003829,77.04782743,42.7615,3.8237,70733.6094,2224.6116,2738.2778,87.1944,4.1944,94.3,34.4,34.4,106.4,2.9071,3.1778,-2,64,0,17,0,1.16,-0.08,0,12.2794,0,19792.1523,20027.3691
664.85,84.0683,15,0.6209,-0.2035,-1.6794,-51.1867,14.8446,296.7946,3.6,0.12,90.1331,10.90038957,77.04781922,42.7504,3.824,70742,2233,2741,87,4,94.3,34.4,34.4,106.4,2.92,3.31,-2,64,0,17,0,1.16,-0.08,0,12.2059,0,19793.3203,20028.5723
664.9,83.9843,15,0.6255,-0.199,-1.7081,-50.5929,15.0213,296.7425,3.6,0.12,88.9838,10.90039633,77.04781107,42.6905,3.8245,70749.5391,2240.5371,2824.8982,86.1525,4,94.5542,34.5417,34.5417,106.3717,2.9257,3.282,-2,64.2542,0,17,0,1.16,-0.08,0,12.2,0,19794.4883,20029.7754
664.95,83.7855,15,0.6284,-0.1885,-1.7375,-49.723,15.1554,296.6824,3.6,0.12,87.9875,10.90040318,77.04780298,42.6306,3.8249,70757.0781,2248.0742,2939,85,4,94.9,34.9,34.9,106.3,2.94,3.0024,-2,66.7966,0,16.2167,0,0.7135,0.3038,0,12.2,0,19795.6543,20030.9648
665,83.5764,14,0.6662,-0.1744,-1.751,-48.8592,16.1312,296.6449,3.6,0.12,82.4589,10.90041014,77.04779517,42.5707,3.8254,70764.6094,2255.6116,2951.1738,85,4,94.9,34.9,34.9,106.3,2.94,2.98,-2,67,0,16,0,0.59,0.41,0,12.2,0,19796.8145,20032.1523
665.05,83.1294,14,0.7344,-0.1767,-1.7584,-48.0265,17.851,296.601,3.6,0.12,74.1161,10.90041717,77.04778743,42.5108,3.8259,70772.1484,2263.1487,3052.6233,85,4,94.9,34.9,34.9,106.3,2.94,3.1566,-2,65.2769,0,16.2414,0,0.6141,0.4655,0,12.2,0,19797.9707,20033.332
665.1,82.6028,14,0.7824,-0.1801,-1.8078,-47.1151,19.0925,296.5427,3.6,0.12,68.8576,10.90042431,77.04777989,42.4509,3.8263,70779.6875,2270.6858,3079,85,4,94.9,34.9,34.9,106.3,2.94,3.4767,-2,62.8116,0,17.7059,0,0.7324,0.6135,0,12.2,0,19799.1211,20034.5137
665.15,82.2734,14,0.8212,-0.1603,-1.8558,-45.9588,20.1164,296.4817,3.6,0.128,65.0923,10.90043146,77.04777256,42.391,3.8268,70787.2266,2278.2229,3039,84.7419,4,94.9,34.9,34.9,106.3,2.94,3.81,-2,62.087,0,23.5882,0,1.0853,0.3929,0,12.2,0,19800.2656,20035.6875
665.2,81.9397,14,0.8633,-0.145,-1.8698,-44.9169,21.2235,296.4405,3.6,0.1305,61.4464,10.90043886,77.04776545,42.3311,3.8273,70794.7578,2285.76,2924,84,4,94.9,34.9,34.9,106.3,2.94,3.85,-2,63.7838,0,25,0,1.17,0.34,0,12.2,0,19801.4043,20036.8613
665.25,81.7338,14,0.8872,-0.1606,-1.8833,-43.966,21.8838,296.3969,3.6,0.14,59.4426,10.90044627,77.0477584,42.2712,3.8277,70802.2969,2293.2971,2924,84,4,94.9,34.9,34.9,106.3,2.9451,3.8331,-2,64.1549,0,25.2778,0,1.2061,0.3164,0,12.2,0,19802.541,20038.0273
665.3,81.5829,13,0.8947,-0.1901,-1.8832,-42.7821,22.1507,296.3546,3.6,0.14,58.6181,10.90045394,77.04775157,42.2113,3.8282,70809.8359,2300.8345,2930.8984,84,4,94.9,34.9,34.9,106.3,2.95,3.7908,-2,62.0423,0,26.6667,0,1.3867,0.1983,0,12.2,0,19803.6758,20039.1953
665.35,81.1653,13,0.8936,-0.1985,-1.8891,-41.6449,22.2197,296.3223,3.6,0.14,58.1369,10.90046166,77.04774498,42.1514,3.8287,70816.9922,2307.9897,2941,84,4,94.9,34.9,34.9,106.3,2.95,3.79,-2,62,0,27,0,1.43,0.17,0,12.242,0,19804.8047,20040.3613
665.4,80.8079,13,0.8991,-0.1957,-1.8949,-40.4395,22.4541,296.2752,3.6,0.1395,57.2766,10.90046936,77.04773855,42.0915,3.8291,70823.8672,2314.8687,2941,84,4,94.9,34.9615,34.9615,106.1769,2.9438,3.7949,-2,62.4937,0,27,0,1.0092,0.2064,0,12.3,0,19805.9277,20041.5273
665.45,80.3891,13,0.9041,-0.215,-1.9165,-39.4319,22.6813,296.2431,3.6,0.13,56.4091,10.90047716,77.04773239,42.0316,3.8296,70830.75,2321.7473,2919.7251,83.075,4,94.6225,35,35,106.1,2.94,3.8,-2,63,0,27,0,-0.0427,0.2973,0,12.3,0,19807.0469,20042.6797
665.5,80.1112,13,0.9134,-0.2596,-1.9167,-38.3128,23.029,296.2088,3.6,0.13,55.3654,10.90048509,77.04772628,41.9717,3.8301,70837.625,2328.6262,2929.541,82,3.8852,94.3,35,35,106.1,2.94,3.8,-2,63,0,27,0,-0.19,0.31,0,12.3,0,19808.1602,20043.834
665.55,79.4622,13,0.9102,-0.2872,-1.9223,-37.2092,23.0868,296.1819,3.6,0.13,54.7794,10.900493,77.04772047,41.9118,3.8306,70844.5078,2335.5051,3176.2622,82,3.0656,94.3,35,35,106.1,2.9467,3.9588,-2,63,0,27.7778,0,-0.3767,0.4461,0,12.3,0,19809.2676,20044.9727
665.6,78.5711,13,0.9072,-0.2957,-1.8918,-36.0706,23.1618,296.1631,3.6,0.13,53.9897,10.90050087,77.04771491,41.8519,3.831,70851.3828,2342.384,3196,82,3,94.3,35,35,106.1,2.95,4.1046,-2,62.7722,0,29,0,-0.4729,0.6377,0,12.3,0,19810.3633,20046.1113
665.65,78.1616,13,0.9305,-0.2805,-1.8959,-34.7554,23.9174,296.1421,3.6,0.133,52.0115,10.90050899,77.04770961,41.792,3.8315,70858.2656,2349.2629,3238.7778,81.7222,3,94.3,35,35,106.1,2.9554,4.1172,-2,62.1392,0,29,0,1.17,0.452,0,12.3,0,19811.4512,20047.2422
665.7,77.8482,14,0.9402,-0.2738,-1.8967,-33.4263,24.3213,296.104,3.6,0.14,50.9428,10.90051723,77.04770446,41.7321,3.832,70865.1406,2356.1416,3345.7222,81.0278,3,94.3,35,35,106.1,2.9824,4.12,-2,62,0,29,0,1.63,0.4,0,12.3,0,19812.5352,20048.375
665.75,77.4344,14,0.9253,-0.2566,-1.9141,-32.2842,24.0879,296.0682,3.6,0.132,51.1629,10.90052539,77.04769953,41.6722,3.8324,70872.0234,2363.0205,3350,81,3,94.3,35,35,106.1,3.0271,4.156,-2,62,0,28.7612,0,1.4175,0.3236,0,12.3,0,19813.6113,20049.4961
665.8,76.7312,14,0.9125,-0.2338,-1.8957,-31.2193,23.8981,296.0589,3.6,0.13,51.1008,10.90053356,77.0476948,41.6123,3.8329,70878.8984,2369.8994,3357.6001,80.4571,3,94.3,35,35,106.1,3.06,4.21,-2,62,0,28.0149,0,0.7533,0.0848,0,12.3,0,19814.6816,20050.6191
665.85,76.4515,14,0.9029,-0.2233,-1.8507,-29.998,23.775,296.058,3.6,0.13,51.1784,10.90054187,77.04769026,41.5715,3.8333,70884.3906,2375.387,3336.2058,79.2059,3,94.3529,35.0563,35.0563,106.1422,3.0614,4.21,-2,62,0,28,0,0.74,0.08,0,12.3,0,19815.7461,20051.7109
665.9,76.3561,14,0.9084,-0.2287,-1.7947,-28.7744,24.0505,296.0634,3.655,0.13,50.529,10.90055032,77.04768591,41.5397,3.8336,70889.6094,2380.6094,3259,77,3,94.5,35.3688,35.3688,106.3766,3.0692,4.4739,-2,61.2459,0,28.5278,0,1.1464,0.2067,0,12.3,0,19816.8047,20052.8047
665.95,75.9345,14,0.8919,-0.246,-1.7675,-27.6295,23.7419,296.0485,3.7,0.122,50.903,10.90055871,77.04768175,41.5078,3.8339,70894.8281,2385.8318,3259,77,3,94.5,35.4,35.4,106.4,3.07,4.56,-2,61,0,29,0,1.51,0.32,0,12.3,0,19817.8613,20053.875
666,75.2084,14,0.8806,-0.2689,-1.7551,-26.2964,23.5805,296.0366,3.7,0.13,50.7614,10.90056711,77.04767792,41.476,3.8343,70900.0547,2391.0542,3259,77,3,94.5,35.4,35.4,106.4,3.0662,4.5875,-2,60.75,0,29.087,0,1.4778,0.3087,0,12.3,0,19818.9102,20054.9453
666.05,74.6024,14,0.8674,-0.2704,-1.7339,-25.1661,23.3748,296.0316,3.7,0.127,50.7956,10.9005755,77.04767426,41.4442,3.8346,70905.2734,2396.2766,3244.3333,77,3,94.5,35.4,35.4,106.4,3.06,4.6639,-2,60.0556,0,29.8116,0,1.2097,0.2145,0,12.3,0,19819.9492,20056.0156
666.1,74.1652,14,0.8651,-0.2708,-1.7062,-24.2285,23.4675,296.0258,3.7,0.12,50.2983,10.90058389,77.04767069,41.4123,3.835,70910.5,2401.499,3216.1282,77,3,94.5,35.4,35.4,106.4,3.06,4.67,-2,60,0,30,0,1.14,0.19,0,12.3,0,19820.9805,20057.084
666.15,73.6565,14,0.8814,-0.2548,-1.6781,-22.9254,24.0671,296.0295,3.7,0.128,48.7087,10.9005924,77.04766743,41.3805,3.8353,70915.7188,2406.7214,3187.1082,76.3513,3,94.5,35.4,35.4,106.4,3.0496,4.74,-2,60,0,31.1029,0,1.2326,0.1525,0,12.3,0,19822.0078,20058.1465
666.2,73.1025,14,0.8753,-0.2653,-1.6415,-21.5236,24.0494,296.0154,3.7,0.13,48.3779,10.90060085,77.04766441,41.3487,3.8356,70920.9453,2411.9438,3172,76,3,94.5,35.4,35.4,106.4,3.04,4.8191,-2,60.0882,0,34.7794,0,1.5415,0.0275,0,12.3,0,19823.0254,20059.209
666.25,72.5314,14,0.8467,-0.3066,-1.6396,-20.1917,23.4197,296.0148,3.7,0.13,49.2906,10.90060927,77.04766163,41.3169,3.836,70926.1641,2417.1663,3159.0588,75.7647,3,94.5,35.4,35.4,106.4,3.04,4.5618,-2,60.8235,0,36.3056,0,0.6135,0.2028,0,12.3,0,19824.0371,20060.2578
666.3,72.0165,14,0.8563,-0.3504,-1.6161,-19.2576,23.8709,295.9987,3.7,0.13,48.0158,10.90061782,77.04765894,41.285,3.8363,70931.3906,2422.3887,3118.6177,75.0294,3,94.5,35.4,35.4,106.4,3.04,4.5,-2,61,0,37,0,0.11,0.3,0,12.3,0,19825.0391,20061.3066
666.35,71.719,14,0.8964,-0.3669,-1.6164,-18.2724,25.2091,295.9786,3.7,0.122,45.279,10.90062622,77.04765633,41.2532,3.8367,70935.8828,2426.8843,3096.8262,73.6087,3,94.7087,35.6182,35.6182,106.4,3.0182,4.0512,-2,61.4118,0,37,0,0.3209,0.2394,0,12.2913,0,19826.0371,20062.334
666.4,71.3594,14,0.9532,-0.362,-1.5943,-16.7532,27.056,295.9659,3.7,0.13,41.9767,10.90063472,77.04765412,41.2214,3.837,70939.6562,2430.6526,3088,73,3,94.8,35.8,35.8,106.4,3,3.41,-2,62,0,37,0,0.98,0.05,0,12.2188,0,19827.0293,20063.3613
666.45,70.3853,14,1.0049,-0.3833,-1.5801,-15.3529,28.792,295.958,3.7,0.13,38.9072,10.9006431,77.04765221,41.1895,3.8373,70943.4219,2434.4209,3163,72.85,2.85,94.8,35.8,35.8,106.4,3,3.41,-2,62,0,37,0,0.98,0.05,0,12.2,0,19828.0117,20064.3672
666.5,69.0452,14,1.0664,-0.3979,-1.5623,-13.7362,30.8577,295.97,3.7,0.13,35.6115,10.90065132,77.0476507,41.1577,3.8377,70947.1875,2438.1895,3579.6667,72.0167,2.0167,94.8,35.8,35.8,106.4,3.0398,3.332,-2,58.75,0,37,0,1.139,0.2277,0,12.2,0,19828.9766,20065.375
666.55,68.1291,14,1.104,-0.3957,-1.54,-12.2595,32.2806,295.966,3.7,0.122,33.5901,10.90065957,77.04764923,41.1259,3.838,70950.9609,2441.9578,3588,72,2,94.8,35.8,35.8,106.4,3.05,3.29,-2,57,0,37,0,1.32,0.43,0,12.2,0,19829.9277,20066.375
666.6,67.6466,14,1.1114,-0.3714,-1.5433,-10.6262,32.8366,295.9436,3.7,0.12,32.7874,10.9006678,77.04764797,41.094,3.8383,70954.7266,2445.7261,3588,72,2,94.8,35.8,35.8,106.4,3.0952,3.1837,-2,57.3125,0,37,0,1.32,0.43,0,12.2,0,19830.8691,20067.377
666.65,67.3785,14,1.1519,-0.3362,-1.4746,-8.4547,34.3709,295.9742,3.7,0.12,31.1997,10.90067603,77.04764726,41.0622,3.8387,70958.4922,2449.4944,3595.6365,71.5758,2,94.8,35.8,35.8,106.4,3.19,2.6525,-2,58.875,0,37,0,1.5025,-0.1573,0,12.2,0,19831.8066,20068.3633
666.7,67.0205,14,1.1913,-0.2939,-1.4343,-6.6379,35.8673,295.9771,3.7,0.1145,29.7392,10.90068431,77.04764667,41.0304,3.839,70962.2656,2453.2629,3622.9092,70.0606,2,94.8,35.8,35.8,106.4,3.19,2.61,-2,59,0,37,0,1.55,-0.31,0,12.2,0,19832.7383,20069.3496
666.75,66.6151,14,1.1998,-0.2461,-1.4104,-5.2467,36.4138,295.9625,3.7,0.11,29.1156,10.90069255,77.04764612,40.9985,3.8394,70966.0312,2457.0312,3616,69.2,2,94.8,35.8,35.8,106.4,3.2365,2.0806,-2,54.625,0,38.2903,0,1.5861,-0.1371,0,12.2,0,19833.666,20070.3164
666.8,66.0582,14,1.1382,-0.186,-1.3955,-3.5119,34.7803,295.9552,3.7,0.1095,30.2283,10.90070073,77.04764592,40.9667,3.8397,70969.7969,2460.7996,3614,69,2,94.8,35.8,35.8,106.4,3.27,1.4,-2,48.4,0,42.8485,0,1.6985,0.337,0,12.2,0,19834.5879,20071.2812
666.85,65.5179,14,1.0864,-0.1391,-1.3744,-1.9399,33.3656,295.9549,3.7,0.103,31.2522,10.90070876,77.04764586,40.9343,3.8397,70973.5703,2464.5681,3606.8359,68.7612,2,94.609,35.8,35.8,106.4,3.2746,1.4,-2,46.2571,0,53.4545,0,1.8045,0.0491,0,12.259,0,19835.5,20072.2324
666.9,65.2209,14,1.0844,-0.1143,-1.3534,-0.1567,33.4368,295.942,3.7,0.11,31.0443,10.90071682,77.04764615,40.9017,3.8395,70976.375,2467.3777,3584.4478,68.0149,2,94.0119,35.8,35.8,106.4,3.3036,1.3797,-2,48.0308,0,56,0,1.83,-0.02,0,12.3,0,19836.4062,20073.1836
666.95,65.0317,14,1.0734,-0.1498,-1.3131,1.576,33.2102,295.9418,3.62,0.11,31.1655,10.90072499,77.04764666,40.8691,3.8393,70978.6016,2469.6001,3550.2622,68,2,94,35.8,35.8,106.4,3.304,1.2089,-2,47.1587,0,57.0667,0,1.8167,-0.0867,0,12.3,0,19837.3125,20074.1289
667,64.8465,14,1.0747,-0.2036,-1.2867,3.372,33.401,295.9485,3.6,0.1205,30.8992,10.90073296,77.04764735,40.8364,3.8391,70980.8203,2471.8223,3542,68,2,94,35.8,35.8,106.4,3.3,1.02,-2,45,0,60,0,1.78,-0.27,0,12.3,0,19838.2129,20075.0723
667.05,64.6293,14,1.068,-0.2023,-1.2231,5.1938,33.3885,295.9613,3.6,0.127,30.8072,10.900741,77.04764843,40.8038,3.8389,70983.0469,2474.0444,3522.8,67.7538,2,94,35.8,35.8,106.4,3.2961,1.02,-2,45,0,60,0,1.78,-0.27,0,12.3,0,19839.1113,20076.0098
